,Region/Country/Area,"Population, density and surface area",Year,Series,Value,Footnotes,Source
3387,312,Guadeloupe,2022,Population aged 0 to 14 years old (percentage),16.8,"Calculated by the UN Statistics Division.;For statistical purposes, the data for France do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
3388,312,Guadeloupe,2022,Population aged 60+ years old (percentage),29.7,"Calculated by the UN Statistics Division.;For statistical purposes, the data for France do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
3389,312,Guadeloupe,2022,Population density,236.3,"For statistical purposes, the data for France do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
3390,312,Guadeloupe,2022,Surface area (thousand km2),2,,"United Nations Statistics Division, New York, ""Demographic Yearbook 2021"" and the demographic statistics database, last accessed June 2022."
3391,312,Guadeloupe,2024,Population mid-year estimates (millions),0.38,"Projected estimate (medium fertility variant).;For statistical purposes, the data for France do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
3392,312,Guadeloupe,2024,Population mid-year estimates for males (millions),0.17,"Projected estimate (medium fertility variant).;For statistical purposes, the data for France do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
3393,312,Guadeloupe,2024,Population mid-year estimates for females (millions),0.21,"Projected estimate (medium fertility variant).;For statistical purposes, the data for France do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
3394,312,Guadeloupe,2024,Sex ratio (males per 100 females),82.5,"Projected estimate (medium fertility variant).;For statistical purposes, the data for France do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
3395,312,Guadeloupe,2024,Population aged 0 to 14 years old (percentage),16.3,"Projected estimate (medium fertility variant).;For statistical purposes, the data for France do not include this area.;Calculated by the UN Statistics Division.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
3396,312,Guadeloupe,2024,Population aged 60+ years old (percentage),32.0,"Projected estimate (medium fertility variant).;For statistical purposes, the data for France do not include this area.;Calculated by the UN Statistics Division.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
3397,312,Guadeloupe,2024,Population density,230.4,"Projected estimate (medium fertility variant).;For statistical purposes, the data for France do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
3398,316,Guam,2010,Population mid-year estimates (millions),0.17,"For statistical purposes, the data for United States of America do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
3399,316,Guam,2010,Population mid-year estimates for males (millions),0.09,"For statistical purposes, the data for United States of America do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
3400,316,Guam,2010,Population mid-year estimates for females (millions),0.08,"For statistical purposes, the data for United States of America do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed July 2024."
3401,316,Guam,2010,Sex ratio (males per 100 females),105.1,"For statistical purposes, the data for United States of America do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
3402,316,Guam,2010,Population aged 0 to 14 years old (percentage),27.8,"For statistical purposes, the data for United States of America do not include this area.;Calculated by the UN Statistics Division.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
3403,316,Guam,2010,Population aged 60+ years old (percentage),10.5,"For statistical purposes, the data for United States of America do not include this area.;Calculated by the UN Statistics Division.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2022 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2024."
